Restaurant,Reviewer,Review,Rating,Total_Reviews,Total_Followers,Time,Pictures
Triptify,Suman Basak,"Food used to be good. But live cockroach came out of the food for the second time! Just apologies from customer service representative is not the enough. Quality control has to be talen seriously. Till then, no Triptify. Adios",1,3,3,3/26/2019 21:20,0
Triptify,Tushar Vaidya,I have ordered two parathas. Paneer paratha was fine but gobi Paratha was over roasted and not edible at all. Attached pic of over roasted paratha. I think rastaurant should take care of this during cooking.,1,4,3,3/20/2019 15:33,0
Triptify,Mitali Agrawal,"I ordered parathas from this place and I just loved them.
Alloo and paneer parathas were very good. Though corn paratha was average in taste.
I really liked their garlic chutney.",4,19,2,3/20/2019 14:50,0
Triptify,Varun Reddy,worste quality. got hair on the food.,1,1,1,2/22/2019 14:14,0
Triptify,Yudhik Agrawal,Mexican corn parantha was rubbish.,3,1,6,2/20/2019 23:30,0
Triptify,Mamta Chaudhary,"Not the good one🤭I ordered chicken keema and chicken cheese prantha from the bestseller list. the stuffing was less,and the prantha was not soft, it was heavy in quantity and very hard. No taste in stuffing, no salt no spice.
What i liked from the triptify is the packaging 👍. No offence 🙏 genuine and honest feedback 🌹",1,9,3,2/13/2019 13:47,0
Triptify,Akrit Kashyap,Great guy and good service and on time delivery,5,5,43,1/20/2019 22:43,0
Triptify,Sauptik Saha,I found dead cockroach in food. It ruined everything. Hygiene needs to be improved a lot. Cant guarantee about food quality. Sometimes food is extra salty.,1,5,2,1/14/2019 20:23,0
Triptify,Sidthefoodie,"One of the few joints , who specialises in paranthas. Ordered Paneer paranthas and cheese corn paranthas. Paneer paranthas was awesome and had a very good evenly distributed stuffing.thier chutney , which comes with paranthas , enhances the overall flavours.Keep up the awesomeness guys !",5,34,329,12/25/2018 11:58,0
Triptify,P Arora,delicious as always. Typical punjabi flavour,5,30,8,12/02/2018 14:07,0
Triptify,Hemant Bahal,too spicy parathas ... though they were good but they can make it less spicier.. it would be better,3,52,86,12/01/2018 11:10,0
Triptify,Sachin Agarwal,Amazing taste.Always likeable. Vareity of paranthas and combos is another advantage pf this place. It feels like homely food which makes your mood refreshing.,5,13,23,11/29/2018 16:44,0
Triptify,Manvi,"Ordered Gobi paratha and aloo paratha,
Getting used to small parathas delivered we were wondering they would do the same and ordered two items for two people
To our surprise we found the best parathas,bigger,more quality and more tastier ones.
The packaging is very good and the add ons they provide are too good.
Truly in love with their parathas♥️♥️",4,2,1,11/28/2018 2:27,0
Triptify,Prashanth Jayanand,"Great parathas! Their food packaging is exquisite. Do try the chicken and cheese parathas, one of the best! However, corn and cheese, aaloo, chilly garlic parathas are delicious too.",4,7,1,11/25/2018 23:49,0
Triptify,Rohan,stuffing not upto the mark,3,1,,11/25/2018 17:21,0
Triptify,Kiran,as tasted before.. all good.,5,11,1,11/25/2018 2:08,0
Triptify,Vedant Killa,"Always a delight ordering from this place! 😀

The packaging is just so good, you get pickle, chutney, curd and butter with the Parathas.

I’ve tried Paneer Tadka, Paneer, Aloo, Punjabi Aloo, Capsicum corn, Cheese capsicum, chilli cheese.
The Paneer and Cheese options are really yum. The parathas are served hot and heavy. They’re quite filling as the stuffing is pretty amazing.

Do try them for a laid back Sunday lunch for a hearty meal! 👌🏼",4,86,216,11/24/2018 11:39,1
Triptify,Naimish Chandarana,"This has become a favourite place to have parathas.. they serve an Excellent quality with ample quantity of food. Fully Paisa wasool place.

I ordered paneer and aloo paratha thinking that small paratha will be delivered. But what a pleasant surprise, two monster size of parathas of each flavour were delivered. Packing was perfect and it reached my home hot and fresh. Both the types of parathas were really crumptious. Even the green chutney they serve with this was awesome. Those who have complained about less stuffing inside paratha should definitely try this. For sure, You will not be disappointed. Undoubtedly, full marks to the food.

Follow me on Instagram on veganyums_ for more food fun..",5,100,1224,11/22/2018 14:17,2
Triptify,Nishtha Chandarana,"Today I ordered some paratha from this place.. Delivery was on time and packaging was really good..
They send butter, curd and chutney.. chutney was tasty..
I ordered paneer paratha and aloo paratha..aloo paratha was delicious.. stuffing quantity was perfect..
Paneer paratha was luscious too..paneer masala was tempting..even paratha side's were filled with good quantity was sufficient..

Personally I loved their paratha and service too..
I definitely recommend this place..

Follow me on Instagram veganyums_ for more pics and food fun..",4,151,2116,11/18/2018 16:29,1
Triptify,Piyush Pathak,"One of the best places quite possibly the best in parathas. I hear 13 dhaba and parathas and more to be better in This area.i have tried them all and there is no other rather than this I will order. I am the biggest fan of alloo and gobi paratha and this restaurant would know I order every 2 or 3 Rd day the same usual deAl. Of both above parathas. They are delicious. Absolutely perfect. Packaging just the way we like it. Superb delivery time. Everything perfect. Do not change, be this way.",5,7,1,11/15/2018 14:34,0
Triptify,Saurabh Singh,Yummy paratha..I tried a lot of paratha from different places but first time I got the complete north indian taste..need more chutney next time and no curd.,5,1,,11/11/2018 21:14,0
Triptify,Kaushik Jagini,Always used to have a craving for chicken parathas.. we were randomly looking for a place to serve our hunger when we found this one. Small and a neat place. We ordered chicken kheema paratha and butter chicken paratha. The taste was so goood. Will come back here for sure. The chutney given as a combo was yum as well. Cutting one star for the ambience. Food wise you will love it for sure.,4,5,89,11/11/2018 08:11,0
Triptify,Ramona Sinha,"I had heard a lot about this place and their amazing paranthas so i decided to try myself. I had ordered the combo of punjabi aloo parantha and cheese corn parantha. I loved the food packaging. The chutney, dahi and pickles came is separate containers and the parantha were packed so well and were piping hot.
Coming over to the taste, I would say i loved it. The aloo parantha was excellent. The corn cheese parantha was good too but i couldn't find any cheese in that parantha. I guess i would never order corn and cheese parantha again. But I would love to try other paranthas by triptify and wpuld definitely recommend others to try this place!!",4,34,77,11/10/2018 18:45,0
Triptify,Ankur Agarwal,"Ausum parathas, good packing, faster delivery. Go for cheese onion capsicum paratha and punjaabi aloo paratha. The great one. 2 parathas are much heavy for a single person. Size of parathas is huge and stuffing is really yum. Seves with pickle, butter, green chutney and curd. This time i didnt get pickle but thats ok..the parathas were yum..",4,29,40,11/07/2018 23:35,1
Triptify,Chandan Ganguli,Loved the paranthas and the presentation. The delivery was prompt. The chutney got spilled but the taste made up for the inconvenience. Thank you.,5,1,,11/03/2018 21:03,0
Triptify,Ankit Gupta,Best parathas in Hyderabad. Nicely packed with all the add onns needed to have great exprience. Must try. They have variety of combos in budgetary price.,5,8,31,10/27/2018 13:25,0
Triptify,Kanika Sharma,"Nice place to order different variety of paranthas.
Best parantha I liked: cheese corn parantha
Easy and fast delivery even in the peak hour.
Packaging is also good.
Parantha is served with pudina chutney, curd, Amul butter small packet.",4,50,45,10/25/2018 1:47,0
Triptify,Shrey Kohli,very spicy,2,10,3,10/17/2018 11:51,0
Triptify,Aditi Gupta,"We ordered Aaloo parantha for Lunch from this place. Their packaging is really convenient , compact, handy and presentable. The package had 2 big stuffed parantha, butter, curd and green chutney. 

But the paranthas were very thick, less cooked and under stuffed. Also i was expecting pickle in the package.",2,58,150,10/09/2018 12:00,2
Triptify,Shraddha Singh,"I ordered Paneer Paratha combo expecting to get something really delicious but what I received did not meet my expectations. The paratha was abundantly stuffed but it's taste was not that good. Also, it was way too thick.",3,16,55,10/08/2018 00:07,0
Triptify,Abhilash Surapuram,"it's not good,earlier it was good ,but today food is not good",2,2,20,10/06/2018 21:31,0
Triptify,P Arora,Tasty food. However wrong chutney was sent,4,30,8,10/06/2018 14:57,0
Triptify,Ankita Dixit,"Ordered food recently from this place.
I think the biggest disappointment while ordering a stuffed paratha would be ""less stuffing"", but here is a big thumps up to these people Coz evrytime we ordered parathas from here the quality and quantity was maintained.👍",5,36,111,10/06/2018 02:52,0
Triptify,Seshadri Reddy,"One of my regular food ordering place and added advantage, fast delivery cause nearby location. They offer high quality stuffed parathas with curd, butter and two different chutneys. Their Mexican corn and Paneer tadaka are my favorites. Would recommend this place if you wanna try delicious parathas.",4,41,141,10/05/2018 01:08,0
Triptify,Kalpana,Food is too oily and chutney is too salty.paneer is not cooked well..raw smell of ginger garlic in paneer parata..parata is too dense.need to improve the quality of food,1,2,1,9/21/2018 20:12,0
Triptify,Swarn Lata Singh,very nice,5,8,4,9/17/2018 18:46,0
Triptify,Akanksha Ahuja,"So I happened to order Aloo Parathas and Mountain Dew. Full marks for packaging and the way they serve you 2 big fat aloo parathas ( just the way they should be) with pickles, butter, dhania chutney and curd. They actually kept the Punjabi paratha feel alive so thank you for doing total justice to the food you serve.
A small complaint would be adding more aloo and not make the dough too thick, but overall, it was wonderful. And just like a true Punjabi, I even burped thrice after having this meal. Paisa Vasool!",5,115,700,09/06/2018 13:42,0
Triptify,Pavan Aditya M S,well served,5,3,2,8/31/2018 17:07,0
Triptify,Vinay,"The food was not at all good, I have ordered chicken keema paratha and the chicken was not fresh it was smelling like any thing bad experience with the restaurant",1,4,1,8/29/2018 14:25,0
Triptify,Anshul Gupta,"Ordered Gobi and sattoo paratha as lunch from here. This came with dahi , butter , pickle and chutney. Gobi paratha was soft and flavoured and sattoo paratha stuffing was too much and I dint like the taste much as I couldn't get the exact flavour of it. The packing of this was excellent which came in a box packing using aluminum foil covering for paratha and every other thing well settled in the box. Overall it was okay with the accompaniments and more than sufficient for one person.",3,33,774,8/27/2018 15:55,0
Triptify,Shreyoshi Mandal,"Got Cheese Combo Parathas home delivered for lunch; I had chosen Aalu Cheese and Garlic Cheese options. The packaging was really compact and well done. The Parathas were very yummy and cheesy and went really well with the accompaniments they provided which constituted: Curd, Dhaniya Chutney, Butter and Pickle.
I would highly recommend this place to satiate Paratha Cravings.",4,155,1803,8/26/2018 16:28,1
Triptify,Raj Rohit,"Oh my my. What great parathas. These guys know their game when it comes to parathas.

The corn and cheese parathas are brilliant + their sides blend so perfectly with the parathas. Brilliant packaging too.",5,124,372,8/25/2018 12:58,1
Triptify,Prakash Bhat,packaging was excellent... paratha could have been less oily.... taste was good.,4,2,4,8/25/2018 12:58,0
Triptify,Venkatesh Pandiri,Veg items are good especially panneer. There is hardly any chicken in the chicken cheese paratha............................................,4,1,8,8/21/2018 21:24,0
Triptify,Khushboo Pandey,"I ordered mexican corn and punjabi aloo Paratha

Quality: 1/5 - I didnt like it at all.. Parathas were very thick and hard plus burnt.. chutney was so tasteless that i felt i am eating grass and salt

Quantity 3/5: 2 parathas with chutney , curd and butter

Value for money 1/5

Packaging: 5/5",2,59,42,8/19/2018 13:40,3
Triptify,Amit Kumar,awesome quality. have try once... its really makes you happy :),5,1,1,8/13/2018 23:02,0
Triptify,Kuldeep Garg,no straw provided for shake food was good,4,2,1,8/13/2018 12:37,0
Triptify,Rishabh Dubey,sattu paratha was a bit spicy and they used sugar syrup in almond milk,3,2,1,08/11/2018 17:42,0
Triptify,Pankaj Pal,Very good food... tasty... yummy.... 😊,5,2,1,08/11/2018 11:34,0
Triptify,Kiran,"Hi.. This is my 19th order from this restaurant as far as I remember.. This time I Ordered paneer plus satthu parata.. Got it for 139rupees.. super hot and lovely taste..On time delivery.. Other restaurants have to learn from this restaurant, the way they maintain the quality, quantity and taste.. Whenever I'm hungry I use to opt from this restaurant. Thanks Triptify staff and management.. keep gaining customer satisfaction..",5,11,1,08/09/2018 15:10,0
Triptify,Riya Gupta,"The food is good and the packing was nice too.
paranthas were stuffed nicely
curd was fresh and chutney too was nice.
A bit oily but as it's a parantha it can be overlooked.",4,4,1,08/06/2018 21:14,0
Triptify,Roma Agrawal Sit,all chutney pickles got spilled.,3,4,1,08/05/2018 18:15,0
Triptify,Amer Siddique,Taste is good my friend orders regularly on Zomato ... I went to DLF outlet for takeaway... N saw rats n cockroaches in kitchen... Not recommended,1,2,23,08/04/2018 12:11,0
Triptify,Lakshman Gadikoyya,super fast delivery,5,1,4,08/03/2018 16:25,0
Triptify,Raj,"Aloo paratha was stale, restaurant does not take any responsibility to check quality of food they serve, I request online order community to DO NOT ORDER from this restaurant. They assume it to be online and never worked on the feedback.",1,1,1,08/02/2018 13:46,0
Triptify,Preeti,properly packed yummy food,5,3,5,08/01/2018 17:03,0
Triptify,Lokendra,"It was smelling bad , kind of rotten smell",1,10,5,7/31/2018 13:55,0
Triptify,Vamsi,very fast delivery,5,1,,7/30/2018 22:58,0
Triptify,Kamal Jeet,awesome food thanks,5,0,1,7/29/2018 23:12,0
Triptify,Yash Vardhan,loved the food,5,1,11,7/29/2018 21:20,0
Triptify,Nikhila T,perfectly on time,5,0,1,7/29/2018 18:42,0
Triptify,Kuldeeprules,I got cheese corn parantha. while I had ordered Mexican corn,1,1,1,7/29/2018 17:00,0
Triptify,Shivam Dhamija,it was good,5,3,18,7/28/2018 16:30,0
Triptify,Bindu983,Packaging is excellent,5,1,,7/27/2018 22:52,0
Triptify,Dr Maheshwari,"Paratha are really damn heavy, 2 can fill an average man. But are too spicy...",4,55,88,7/27/2018 19:50,0
Triptify,Pyla Deepti,"paratha's where too tasty. ordered chicken paratha, corn cheese paratha and Paneer paratha. all three were delicious. nicely packed and delivered. big fat thumbs up 👍",5,7,33,7/27/2018 13:46,0
Triptify,Prasad Patil,good,5,0,35,7/26/2018 22:47,0
Triptify,Kiran,Ordered paneer Mexican corn paratha. Tasting super and liked it.,5,11,1,7/26/2018 19:57,0
Triptify,Yasaswi Kaza,cheese chicken parotha ordered was not good thia time and didn't receive chicken shawarma parotha,3,4,2,7/25/2018 15:27,0
Triptify,Achinto Banerjee,good,5,3,1,7/23/2018 21:11,0
Triptify,Anwar,v.good,5,1,1,7/23/2018 17:57,0
Triptify,Jigar,very thick parathas made with more dough and less stuffings,1,2,,7/23/2018 1:17,0
Triptify,Neeraj Sharma,tastes good... quantity is also enough for one person (w parathas),4,1,,7/22/2018 23:26,0
Triptify,Manonit Singh,Good,5,1,,7/22/2018 22:27,0
Triptify,Sreelakshmi Padmanabhan,Needs more salt,4,1,2,7/22/2018 11:42,0
Triptify,Kiran,Ordered especial paratha combo.. paneer Mexican corn.. as usually.. it's fantastic and loved the quality of the food. 5/5. one request is.. Please maintain the same sort of quality in the future as well.,5,11,1,7/18/2018 16:25,0
Triptify,Nikhil Shah,Lemonade was spilled and was less than half quantity,1,3,1,7/17/2018 23:58,0
Triptify,Kaustubh Shembekar,Got Stale food. Need Refund.,1,4,12,7/17/2018 22:29,0
Triptify,Anand Chiruguri,late,2,1,,7/17/2018 19:16,0
Triptify,Shushanth,paratha had some sort of foul smell.,2,2,,7/16/2018 22:11,0
Triptify,Archit Saxena,fast delivery,5,1,1,7/16/2018 14:54,0
Triptify,Saurabh Kumar,Food was awesome,5,1,12,7/15/2018 16:23,0
Triptify,Ankita,"Mexican corn paratha is good but you can improve it to better.
Aloo paratha has dough more than aloo
Overall I can say it’s good experience.",3,4,2,7/15/2018 1:44,0
Triptify,Nayan Sahu,Awesome food guys,5,4,1,7/14/2018 22:37,0
Triptify,Arm.mishra,good,5,3,2,7/14/2018 16:56,0
Triptify,Aakanksha Rajput,I ordered Mexican corn partha but 1partha was not properly cooked and other was burned. There is nothing as Mexican in it and the corn was super old.,1,4,17,7/14/2018 15:01,0
Triptify,Vinay Dubey,Very good food,5,1,,7/14/2018 14:12,0
Triptify,Yasaswi Kaza,the packing of the restaurant was pathetic...the boxes were crushed and wet when reached me,1,4,2,7/13/2018 22:52,0
Triptify,Ramkrishna Kushwaha,he delivered on time,5,2,,7/13/2018 22:22,0
Triptify,Kumar,ordered panner and corn combo parata..Super taste.. loved it.,5,5,6,07/12/2018 15:52,0
Olive Garden,Smrati Saxena,"I ordered noodles and manchurian combo from this place, first of all i would like to suggest management to send fork along with the food as they have only sent the spoons and needless to say you cannot eat noodles from spoon. second the quantity was really less of manchurian. some improvement in food is suggested",3,18,41,5/23/2019 21:02,0
Olive Garden,Madhup,"A really nice place. The ambience was very very good. The views from here are killer. But honestly for me and my friends, their menu was not enough. Still, worth a look.",4,16,10,4/18/2019 20:05,0
Olive Garden,Naveen,"Food and ambience is average, waiter is not serving the food properly, we need to keep asking him to bring salads, chutneys and all, finally he demanded particular amount tip while paying the bill.",3,8,1,3/31/2019 13:13,0
Olive Garden,Manas Ranjan Sahu,Staffs are very professional. It was an excellent experience. We had chatpata tandoori kabbab was fantabulous. The place is super good and must recommend for kabbabs.,5,6,23,3/27/2019 23:11,0
Olive Garden,Kumar Abhishek,"Good lunch and buffet menu. Loved this place. Had been here a few times with my team for linch buffets.

So here goes my review:
Food:4/5
Ambience: 3/5
Service:4/5
Budget: 3/5",4,35,77,3/16/2019 23:05,0
Olive Garden,Ananth Popuri,"Place was fine. And the food was okay. But i guess the people who served us was not sure about Zomato offers when you are a gold member.

It’s good for buffet, but I would not recommend for Zomato gold membership.",3,12,4,03/09/2019 15:29,0
Olive Garden,Ramesh Kendre,"Came with my friend for birthday celebration we ordered al a carte starter broccoli nuggets,fried baby corn , paneer pahadi kebab was awesome. Main course we ordered Biryani was nice. Ambiance was good. Friendly staff over all it's pocket friendly restaurant.",5,1,,03/05/2019 19:50,0
Olive Garden,SHYAM SUNDER,"Went with family for dinner ordered soup and chicken satay it was very good. Main course ordered mutton organ josh and butter nan it was awesome ambiance is OK. Over all its good restaurant.

Food- 5/5
Sevice- 5/5
Ambiance - 5/5",5,1,1,03/04/2019 15:58,0
Olive Garden,Neeharika,"I went for dinner with my friends. The food is good. We ordered chicken manchow soup, apolo fish as starters and alfredo pasta as the main course.
Butt we found a cockroach on the table while we were having our dinner.

So, 2 star as it really freaked me out!",2,2,,03/04/2019 10:37,0
Olive Garden,Sujatha Kutnur,"Was in Gachibowli recently regarding some work and landed up in Olive Garden for dinner after seeing their reviews. Food was exceptionally good, especially their crispy corn. Even their main course items namely malai kofta and chana masala were very good. All in all a very satisfying experience.",5,1,,03/03/2019 18:12,0
Olive Garden,Manikanta Annamraju,Food is good. Good for ordering for team lunch if you prefer not to go out. Ambience is not very good. This is my personal experience.No offense.,3,4,4,03/03/2019 15:01,0
Olive Garden,Thehungryhyderabadi,"This one is near to paradise gachibowli. The ambience is decent and the service is fine. We tried the pepper chicken for starters and then for main course, we tried kolhapuri paneer with butter naan and tandoori roti. Pepper chicken but the quantity was too less for their price. Either the quantity or price could be changed. Main course was fine, especially butter naan was really nice.",3,145,248,02/12/2019 23:43,2
Olive Garden,Neelesh Singh,Kindly stop listing north indian dishes like chicken chatpata. I haven't tasted any item like this smelling and tasting like only curry leafs. Just put me in a bad mood. Complete waste of money.,1,1,,02/10/2019 22:49,0
Olive Garden,Namballa Gopi,"Came with my family ordered pepper chicken, corn soup, Rogan gosht and biryani. all was testy it's good hospitality restaurant. I would recommend 5/5.",5,1,1,02/08/2019 20:13,0
Olive Garden,Taj Hosen,"I'm visited Olive Garden with my team around 9 members, we had taken buffet they served 6 starter, it was excellent. Specially chicken kebab and Appolo fish was very good. Main course was also good. Chicken Biryani was awesome in desserts. Rasmalai was mouth smashing. Honestly we had enjoyed a lot. Ambiance is nice. Service was good and staff also. It's a pocket friendly restaurant. I would suggest visit once.",5,1,,02/08/2019 19:34,0
Olive Garden,Rahul Sai,"Sincerely I have never seen such a worst service ever, management doesn't know how to speak with customers.

We went for Ala-carte and taste of food is too low.

Even buffet experience is also not worth for cost",1,26,22,02/07/2019 20:28,0
Olive Garden,Jayaram,"Been exploring about restaurants in Gachibowli and found this place. Been to this restaurant ordered chicken drumsticks and spl chicken biryani which tasted really good, finally ended with a good dinner. As the taste was good ordered a non veg combo next day and surprised to see a cockroach in the meal. It was really a bad experience to see a cockroach where the restaurant has taken away all the positive views that I had towards it. Please don’t play with health of customers, it takes time for anybody to order food again if we come across these situations. Please note that Restaurants shouldn’t be the place to hospitalise customers by making them unhealthy. Apologies will not do anything, maintain healthy and hygiene environment. Thank you olive, you lost a customer and I will not visit this place anymore.",1,2,1,1/31/2019 16:39,1
Olive Garden,Vaishali Ghosh,"This is a good place for north Indian food to have. We went very late around 10pm BT they are open till 11 i guess. We ordered golden prawns, tandoori chicken bhuna murg, butter nan. The tandoori which was really good.only the masala kulcha was not upto the mark and less pieces with no masala inside it. This is a zomato gold resturant which can save you bucks.
Tandoori chicken - 4.5
Golden prawn - 4
Bhuna murg - 4.5
Nan and kulcha - 4 so over all food - 4
Ambience - 4
Staff response - 4",4,24,43,1/19/2019 15:17,7
Olive Garden,Namit Agarwal,"A decent restaurant among pubs and restaurant in Indira Nagar to have some proper North Indian food.

In food, I tried Paneer tikka masala, masala kulcha, and some masala Papad. All of them were pretty good. It has the complete feel of a family restaurant and the prices are also pretty reasonable. The quantity of the food is decent as compared to the price.

The ambiance is nice and the staff is courteous.",4,179,1877,12/30/2018 14:00,7
Olive Garden,Srikant,Biriyani quantity is less,4,1,,12/07/2018 14:16,0
Olive Garden,Rinkal MIstry,"The worst place. I went there with a frnd today. We ordered Manchow soup and Alfredo penne pasta. The service is damn slow. Soup didn't have any taste
Pasta was terrible. They just boiled it and dipped into a bowl of white sauce. Nothing else.",1,3,2,11/29/2018 22:52,0
Olive Garden,Harsha Pops,"This place is just great, was actually skeptical before entering the restaurant but then the crew were really humble. When I first entered, the whole place was empty but with in 30 mins, the place was all full.

Their dishes were a great deal. Maybe not any different from the regular items, but were really tasty. And mutton rogan josh, is a must try.",4,30,180,11/28/2018 10:33,0
Olive Garden,Ravi Bajaj,"It was my 4th order with Olive Garden in the last 6 months.  I loved the food from this place and this is the reason I ended up ordering from here multiple times.

This time it was a total disappointment in terms of the Veg Food and the service that was provided.

There was no difference in terms of taste and appearance for Veg Dum Biryani & Veg Pulao.  Both of these dishes were same I don't know how the restaurant makes that difference - still wondering.

In terms of the service, I ordered the food from Zomato at 8.00PM and the time of delivery was shown as 8.55PM.  I ordered it keeping in mind my meeting timing, however the restaurant was able to provide food to the delivery guy only at 9.30 which is like 35 mins late from the slated time.

I would still want to rate the food a 4 even after my bad exp with Biryani & Pualo.

Service wise I would rate this place a 2.5

The manager/executive from the restaurant to whom I spoke over the phone just kept saying one thing that sir we are working on your order and it will take 10 mins.",3,10,27,11/21/2018 19:27,0
Olive Garden,Mimi,"After getting suggestion from one of my friends, we went tonight there for the dinner. We were two and ordered Tandoor Chicken, Virgin Mojito cocktail, Veg Fried Rice and Schezwan Chicken...All the items were extremely good and very tasty. The price of each item in the menu was satisfactory. The behavior of the staffs were also so calm and polite. They accepted Zomato Gold too. We appreciate the job of the cook and the staffs there. The decoration and the sweet 90s music made the dinner fantastic. Loved to visit the restaurant and will surely visit again.",5,15,8,11/18/2018 23:48,0
Olive Garden,Rajsi Gaikwad,"We visited this place on a weeknight so there was very less crowd. The veg food was okay. On nonveg side we tried their buffet. They served soup with 2 starters, salad and some veg starters. The soup and the starters (the apolo fish and the chicken kebab which was not even close to any kebab) was good. The curry and roti was okay and the biryani they served was tasty. Overall the food was not bad with very reasonable rate. The place was comfortable and the service was quick.",4,50,69,11/17/2018 11:18,0
Olive Garden,Romy Mathew,Olive garden cares - very difficult to find a restaurant where the staff is as good as the food. Maybe the first time I got the experience for which I have been shelling the extra bucks. My rating is based on the food and the quality of service.,4,12,7,11/08/2018 22:49,0
Olive Garden,Taj Khan,"Came with coligue for buffet and found the quality of food was very good. Buffet spread also good. Starters was yammy. Desserts was amazing. Service was very good and teams are attentive. We suggest to our other teams to come Olive Garden. Price is pocket friendly.

Food 5/5
Service 5/5
Ambieance 5/5",5,1,,11/06/2018 14:50,0
Olive Garden,R A,"It was nice experience with team. They have lovely ambience good spread of buffet need to work on service. Service is not up to mark what we expect from this kind of restaurants.
Ambience 5/5
Food 4/5
Service 2.5/5",4,73,1936,11/05/2018 21:29,0
Olive Garden,Juhi Bakshi,Loved the food and very reasonable rates. Food tastes fresh and relish-able. Pocket friendly meals & buffet. Would love to spend my weekends for full appetite Indian snacks and curries,5,1,,11/04/2018 20:06,0
Olive Garden,Susmit Ghosh,Very nice food with home made style curries. full meal can be really enjoyed in the weekend or the weekdays buffet. best part is that the rates are quite economical. Worth a visit,5,1,1,11/04/2018 20:02,0
Olive Garden,Sowmya4pragada,"Very good delicious North Indian dishes served hot with little waiting time after ordering. Liked kadai veg curry and paneer butter masala plus Romali roti, good deserts, excellent place for food lovers
Ambience 4.9, quality 4.8, service 4.9",5,1,,11/04/2018 19:36,0
Olive Garden,Krishna Kanth,"Delicious food, good quantity, service was also nice.Veg starters were good.Nice interior
Starters- 5/5
Soups-5/5
Roti- 5/5
Curries- 5/5
Biryani-5/5
Rice and noodles-5/5
Will visit again with family",5,1,,11/04/2018 19:24,0
Olive Garden,Snehakumari,Really average..had buffet lunch ... Served everything on table... Nothing great about it.. really average interiors.. food was just not bad.. but just above bad.. passing marks u could say in terms of food.. ambience and money.. wouldn't recommend it and big no for a 2nd time..tried and forgotten..,2,7,3,11/03/2018 16:19,0
Olive Garden,Naveen Kumar,"Have been here many times. I was a frequent at their madhapur branch since 2006. Its a quiet place and family friendly. The lift is old, dark and horrible. It feels it will breakdown, except that it doesn't. They tried installing another lift but that turned out to be scarier that the first one. Coming to the food. Its just okay. Nothing outstanding or too bad. Starters and Chicken items are usually good enough. Their tandoori chicken doesn't have breast portion. I couldn't understand the rationale behind it, its just leg, thigh and wings. And yes I don't know why they have downgraded their crockery. They serve curries in smaller household type steel bowls.",3,23,6,11/03/2018 11:17,0
Olive Garden,Samir Padhee,"Bought coupon from nearbuy @ 375. It was mentioned that the actual price is 469 which is false.I have attached the price tag mentioned at their hotel.
I compared it with the other hotels near by and I feel it is highly overpriced.It should be aroud 250.
Very limited starters and sweet items as compared to other nearby hotels.",1,2,1,10/12/2018 14:42,0
Olive Garden,Simanto Bagchi,Read the reviews about this new place and ordered chicken dum biryani to try out. The quantity was ample and taste was also good. Looking forward to go there personally and check out some of their dishes.,4,158,229,10/06/2018 14:36,1
Olive Garden,Dinesh Rajagiri,"We've been here on recommendation from my colleague that the starters are on fire since I am a big fan of starters.
So as soon as we reached the spot, we could see that the restaurant was congested and somehow they just wanted to fit in the Gachibowli area. The interior was also tiny and seemed confined.
Anyhow we ordered chicken garlic, chicken biryani as that was a very standard item to test on any new restaurant. The staff were ok, not quick but not rash though. Even though they got our food very late, they somehow tried to convince us with something non-relatable situations.
Forgetting all that, we just wanted to concentrate on our food. As soon as we had our first bite, the first thing that came to our mind was - it's good but not great. The flavour in the Biryani was good but the quantity was on a lesser side when compared to the prices.
Overall, it's a place where you can visit once in a while if you stay/work near Gachibowli. This is not a place to visit from a long distance.

Food - 3/5
Service - 3/5
Ambience - 3/5
Value for money - 2.5/5
Overall - 3/5",3,35,74,9/30/2018 4:26,0
Olive Garden,AJ,"Food was okay. Wish they didn’t put nuts in the pasta. Mushroom soup was good. Chicken and Fish was delicious, but too spicy. I mentioned no spicy in the Zomato notes, but it was super spicy.",3,10,2,9/29/2018 21:36,0
Olive Garden,Rambha Simons,"visited Olive Garden today with my office  team of 15.  Had to wait for half an hour to get the table. but it was worth the wait.  Buffet Food was too good, the non veg items and salads were lovely. Good service and staff.  Will come again",5,1,,9/26/2018 18:13,0
Olive Garden,Anil Modipalle,"Visited this place for lunch buffet after seeing a lot of good reviews! But it was a total disappointment. Food was not at all good. There were many items but none of them was good. On top of it attitude of owner/manager was icing on cake! Not sure how they got these many positive reviews!

Wish there was rating below 1!

Total disappointment.",1,8,34,9/26/2018 14:26,0
Olive Garden,Rishabh Kumar,"After a long time I was satisfied with any restaurant by their taste and quality too. I ordered Chicken kalmi kabab and Chicken boneless biryani. Kalmi kabab was awesome and juicy. I can see a perfect amount of spices are used in that dish and also the chicken meat was tender. Now if I judge their Chicken boneless biryani, it was also as good as Kalmi kabab. Chicken boneless biryani was served with raita and mirchi ka salan.",4,155,683,9/24/2018 4:32,4
Olive Garden,Shail Choudhary,"Been there twice, and I kinda like the place .. Taste is good and prices very reasonable... try spicy corn and cheeses nuggets and kasmiri pulao, I liked three of them and were little sweet. Service is good. Valet parking not available, better park near by...",4,43,23,9/18/2018 16:50,0
Olive Garden,Venu Gopal Juturi,tastes good,4,1,,9/16/2018 12:42,0
